Protein.Group	log2fc	ci_l	ci_r	mean_abundance	pval	adj_pval	comparison
P05804	-0.3106212649874571	-0.4916644630652415	-0.12957806690967277	21.37719856098418	0.0031558597582157103	0.0496925274881738	WT_vs_bisC
P0A7B8	0.32737628866612667	0.13585157200560202	0.5189010053266513	27.300077211446567	0.0032329619073575393	0.05039156751195901	WT_vs_bisC
Q47679	0.27826623064076017	0.11538481796300834	0.441147643318512	24.083157912362473	0.003244161319356607	0.05039156751195901	WT_vs_bisC
Q46814	0.3987282049528815	0.16508559364532824	0.6323708162604348	28.07977269239547	0.0032665295005650306	0.05039156751195901	WT_vs_bisC
P0A8Y5	0.19494028978462552	0.08071092529592136	0.30916965427332965	25.401075576979874	0.003266580717293822	0.05039156751195901	WT_vs_bisC
P52598	0.2611980410079866	0.10797924059059372	0.4144168414253795	25.127891811022064	0.0032891783179163575	0.05048390357650409	WT_vs_bisC
P0A710	-0.38646230605362675	-0.6138164304245726	-0.1591081816826809	21.308962218071667	0.0033506531063687665	0.05116901904650594	WT_vs_bisC
P0A832	-0.23582221295168893	-0.3749105296872386	-0.09673389621613926	25.912306827694312	0.003405942621562914	0.051753298134648476	WT_vs_bisC
P31068	-2.580312252210831	-4.107218551111245	-1.0534059533104168	19.596321899097557	0.00347855155322356	0.052532037342688964	WT_vs_bisC
P64483	0.28334586799755	0.11557554191651453	0.4511161940785855	25.38105320942697	0.0034917642458779765	0.052532037342688964	WT_vs_bisC
P26459	0.916086753298547	0.3727865571766016	1.4593869494204925	22.677863622324367	0.003528073467838148	0.05281682398404006	WT_vs_bisC
P32166	-0.18833520148587368	-0.30108485294301846	-0.0755855500287289	25.239619472878513	0.0037448164505482174	0.05578675094713741	WT_vs_bisC
P0AGL5	0.3144231325289475	0.12566882320619055	0.5031774418517044	24.03097120414994	0.003810667121586154	0.056234334020296234	WT_vs_bisC
P77279	0.22644821009100013	0.09050015354438659	0.3623962666376137	24.463319925122338	0.0038118699599147825	0.056234334020296234	WT_vs_bisC
P76221	2.0336694963867714	0.8105619926340755	3.2567770001394676	19.722042369252286	0.003855283092787119	0.05660002569555582	WT_vs_bisC
P76194	0.45174390871955694	0.1798069815296337	0.7236808359094802	23.27042001324835	0.0038772388180297757	0.05664869599996389	WT_vs_bisC
P41036	-0.4793698270989779	-0.7694610877508836	-0.1892785664470722	23.14452914296794	0.004007716295602034	0.05813457693207594	WT_vs_bisC
P0AAV6	-2.913412607901556	-4.677132635597211	-1.149692580205901	19.420163912921016	0.004017196826500805	0.05813457693207594	WT_vs_bisC
Q47149	0.36482489987566424	0.14355350461652056	0.5860962951348079	18.069264271175353	0.004064580655071382	0.05854151948228402	WT_vs_bisC
P0AES0	0.25770675310158	0.10113528475252859	0.41427822145063137	25.64613756262745	0.004108481611638844	0.058894696310237964	WT_vs_bisC
P39376	0.41373599204161593	0.16105463522717578	0.6664173488560561	23.340800117185207	0.004244199055531514	0.06039433985484933	WT_vs_bisC
P39830	-0.24646761670676298	-0.39707133421981045	-0.09586389919371549	26.37955181615502	0.004257960451849103	0.06039433985484933	WT_vs_bisC
P0AFL6	0.17758987323906794	0.06901344175197126	0.2861663047261646	25.81786259050678	0.004272715718589209	0.06039433985484933	WT_vs_bisC
P0C093	-0.3386046149248685	-0.5458024909885131	-0.13140673886122384	23.35068772195129	0.004295715836046044	0.06043833530437004	WT_vs_bisC
P77129	-0.3742376287888689	-0.6040620919050499	-0.1444131656726879	18.443192969788623	0.004392315764900754	0.06087221252044853	WT_vs_bisC
P0ABR5	-0.25640673221537824	-0.4140462183695317	-0.09876724606122478	20.654623481404883	0.004422915070948725	0.06087221252044853	WT_vs_bisC
P76578	0.18388040456060395	0.0707514159681221	0.29700939315308583	24.873346658987572	0.00444204680621111	0.06087221252044853	WT_vs_bisC
Q46948	0.21418433223583833	0.08236868130690286	0.34599998316477376	26.053681390992097	0.00445096712341601	0.06087221252044853	WT_vs_bisC
P26458	0.5643617241088101	0.21674787673611606	0.9119755714815042	23.250904280190124	0.0044738565172673835	0.06087221252044853	WT_vs_bisC
P0A9H5	-0.2781174381695557	-0.44951052023202037	-0.10672435610709102	23.387141234831123	0.004488240094515419	0.06087221252044853	WT_vs_bisC
P76340	0.34544535531275145	0.13251321049173811	0.5583775001337647	19.99065480388204	0.004494425605846672	0.06087221252044853	WT_vs_bisC
P0A6F9	0.286702343272875	0.10985068011603735	0.4635540064297127	30.824618956047537	0.004514671302510147	0.06087221252044853	WT_vs_bisC
P75777	0.44316295983317744	0.1697361857211151	0.7165897339452398	26.24262624214585	0.004521073301072004	0.06087221252044853	WT_vs_bisC
P39177	0.31699857226047	0.12137335151907083	0.5126237930018692	28.618744441087593	0.004526857528667775	0.06087221252044853	WT_vs_bisC
P75828	-0.1791193332099148	-0.28979147740349465	-0.06844718901633497	22.745917867459777	0.004560959626519411	0.06106060046252198	WT_vs_bisC
P42904	-0.5586457292747333	-0.9044888846161188	-0.21280257393334784	22.388898699756197	0.0046160875287858	0.061527587719210734	WT_vs_bisC
P77570	0.2929067920837056	0.11094121402587498	0.47487237014153627	24.06808613026731	0.004716296593266591	0.06241615021874811	WT_vs_bisC
P76115	-0.28077295005552827	-0.45524584061385576	-0.10630005949720076	21.894149650050313	0.004723828414054644	0.06241615021874811	WT_vs_bisC
P0A8N5	0.2274688007276211	0.08488034792323071	0.37005725353201147	30.041067650028406	0.004982804548263617	0.06555300009598758	WT_vs_bisC
P09424	0.17490098028732604	0.06467472942368503	0.28512723115096705	26.79939246887547	0.005148074028706948	0.06743533178120868	WT_vs_bisC
P08997	0.2827287636007334	0.10407712200699148	0.4613804051944753	30.19368333557323	0.005230946413092678	0.0682268075081058	WT_vs_bisC
P0AFX0	0.343211596153548	0.12602147212922538	0.5604017201778706	28.19873452623057	0.0052778812874322584	0.0685447915919087	WT_vs_bisC
P30015	0.25166077264793074	0.09190810627225846	0.41141343902360306	21.11443528928257	0.005378238519567119	0.06955092281261478	WT_vs_bisC
P75988	0.48598056000471246	0.17694564899458953	0.7950154710148354	19.921797089322848	0.005434970153781754	0.06998675549721503	WT_vs_bisC
P37128	0.2408048493036219	0.08732110637658619	0.3942885922306576	23.983007552375316	0.005511447524058821	0.07067210559331122	WT_vs_bisC
P0A9G2	0.2921542025653032	0.1055840115832474	0.4787243935473591	23.07523326357144	0.005575310779629444	0.07119062798022639	WT_vs_bisC
P07623	0.3634641305153181	0.1306377273395506	0.5962905336910856	20.960769654812186	0.005679429037990653	0.07221667299771378	WT_vs_bisC
Q46811	0.370298842233062	0.13278695907908608	0.6078107253870378	26.762855882618986	0.005723598861642444	0.07247507058554745	WT_vs_bisC
P37665	-0.2597623094550343	-0.42672761544950666	-0.09279700346056194	26.132398495506784	0.005796271655288526	0.07296318399673449	WT_vs_bisC
P15067	0.18487071223902518	0.0659951961866143	0.30374622829143605	24.11833126211312	0.005810164701286524	0.07296318399673449	WT_vs_bisC
P0AG82	0.19364303093428603	0.06891282926546119	0.3183732326031109	25.402665644168717	0.0058699408672243086	0.07313090049739873	WT_vs_bisC
P36979	-0.22013140783292684	-0.3619303408862583	-0.0783324747795954	25.20457599608874	0.00587164847692178	0.07313090049739873	WT_vs_bisC
P0AFY6	-0.3451868862272036	-0.5684513769158666	-0.12192239553854062	22.07738039013525	0.0060161003158332085	0.07462419942782499	WT_vs_bisC
P78067	0.21093480355647998	0.07431932192969518	0.3475502851832648	27.0278490452097	0.006064496030280659	0.07491871315456472	WT_vs_bisC
Q47142	-0.7321297726237148	-1.2071013345235868	-0.25715821072384293	19.893857379823505	0.006125040647223793	0.07496332962262833	WT_vs_bisC
P77766	0.3060711051821805	0.1072827868010705	0.5048594235632905	22.169313272468393	0.006166005641489073	0.07496332962262833	WT_vs_bisC
P64606	-0.3126616733199512	-0.5158840386742634	-0.10943930796563903	24.07503948092224	0.006193642699787712	0.07496332962262833	WT_vs_bisC
P06993	-0.27427204381823245	-0.4525654692609944	-0.09597861837547053	27.017038116271532	0.006198445772775203	0.07496332962262833	WT_vs_bisC
P0AEZ1	0.47230230236723614	0.16516346910836044	0.7794411356261118	21.96182518111734	0.006212035798938565	0.07496332962262833	WT_vs_bisC
P0ABS5	-0.2006380717941454	-0.33114947300289516	-0.07012667058539562	22.234398908470087	0.00622222630123424	0.07496332962262833	WT_vs_bisC
P0AEZ9	0.23975912486267248	0.08372159387160824	0.3957966558537367	27.839203532775205	0.006240777359172415	0.07496332962262833	WT_vs_bisC
Q46801	0.3709998966473016	0.12885653471341046	0.6131432585811927	24.55457860257584	0.00634721789257431	0.07570971324572777	WT_vs_bisC
P60340	-0.12383443232649682	-0.20467033471222518	-0.04299852994076846	24.587604874725145	0.006352740005811313	0.07570971324572777	WT_vs_bisC
P40719	0.3819821606208791	0.1320401836955865	0.6319241375461717	25.422261555983635	0.006442329922684408	0.07647750248061685	WT_vs_bisC
P52119	0.1908791533715899	0.06586665647783338	0.3158916502653464	23.9894667823862	0.006477197443367012	0.07659222969024261	WT_vs_bisC
P12758	-0.19847592622210186	-0.3289642422086165	-0.06798761023558725	29.243095525345996	0.006624859258963691	0.0780346794108165	WT_vs_bisC
P76535	0.21687276532646038	0.07406248192674766	0.35968304872617307	23.572940169562987	0.006686806336623053	0.07846024886871607	WT_vs_bisC
P0A6W0	0.2306619086394157	0.07852089909418966	0.38280291818464174	24.60757965890628	0.0067515413622052526	0.07891513153746832	WT_vs_bisC
P0A700	0.5522028761789741	0.1867777720182771	0.9176279803396712	21.499117331074764	0.006882376723222186	0.08013617954740315	WT_vs_bisC
P0AA47	2.6299834641985242	0.8809787328767338	4.378988195520314	18.184624709803916	0.007082138080817853	0.08140400923543814	WT_vs_bisC
P00909	0.19498882226918468	0.0652110845593594	0.32476655997900994	22.837885119147625	0.007115540358414848	0.08140400923543814	WT_vs_bisC
P76536	0.19419253832450067	0.06494147127469851	0.32344360537430283	27.422016244376916	0.0071165957734815434	0.08140400923543814	WT_vs_bisC
P69902	-0.2812490582076741	-0.4684484321185677	-0.09404968429678048	21.518331076059837	0.007117708385370188	0.08140400923543814	WT_vs_bisC
P0AG38	-0.6042257533492119	-1.0064713889521817	-0.20198011774624208	19.806274451005578	0.007125194622121272	0.08140400923543814	WT_vs_bisC
P30749	0.3237342283131497	0.10787942006484269	0.5395890365614566	25.476207610794777	0.007190176173779067	0.08183874678694601	WT_vs_bisC
P16456	0.14734990311020013	0.048776682228869245	0.24592312399153102	27.34082506054428	0.007328851703357413	0.0831058967406835	WT_vs_bisC
P60716	-0.17215651399265042	-0.2882974478201183	-0.056015580165182544	27.17443426138191	0.007691876586593524	0.08689818939277962	WT_vs_bisC
P75780	-0.7144976215557577	-1.1990543355835597	-0.2299409075279557	26.53298176371933	0.007926308615356545	0.08892561872297187	WT_vs_bisC
P52108	0.19840273015419996	0.06383975080911708	0.33296570949928284	24.418748575437178	0.007929859385957676	0.08892561872297187	WT_vs_bisC
P69739	0.6043810068468574	0.192274416428329	1.0164875972653857	26.139519909496094	0.008174539673389979	0.09133244877732406	WT_vs_bisC
P0AD44	0.18925832683831345	0.05972498977602378	0.3187916639006031	24.7358264367418	0.008349934083442197	0.09267536509445559	WT_vs_bisC
P0AC78	-0.25030482294044276	-0.4216409839871018	-0.07896866189378374	25.280322063779455	0.008355725579427717	0.09267536509445559	WT_vs_bisC
P65807	0.2924277333848231	0.09201329112728127	0.4928421756423649	29.070903323779277	0.008413616717768711	0.09297811347381496	WT_vs_bisC
P33226	5.042587050529937	1.5831674695633402	8.502006631496533	17.132034152575546	0.008461806709126891	0.09317184996027761	WT_vs_bisC
P0AAS7	0.19987303509137888	0.06257661942101894	0.3371694507617388	26.513203801582474	0.008523027195111256	0.0935071467362567	WT_vs_bisC
P31658	0.4073675042641476	0.1272559972892005	0.6874790112390947	28.81739110581754	0.00857176591995786	0.09370358500270481	WT_vs_bisC
P76299	-1.8577697469482501	-3.1379720301928504	-0.5775674637036501	19.21907915127821	0.008677018176472777	0.09411595432353718	WT_vs_bisC
P37647	-0.19427651075532637	-0.3281642500335411	-0.06038877147711161	25.26995191881225	0.008680814551417768	0.09411595432353718	WT_vs_bisC
P0AEE1	0.22180512648811757	0.06886744666827854	0.3747428063079566	27.594672428251947	0.008705827724478227	0.09411595432353718	WT_vs_bisC
P0ABU0	0.2302776103388915	0.07132844550896153	0.3892267751688214	27.859579339706677	0.008758164467298315	0.09411595432353718	WT_vs_bisC
P0A8R9	0.22582041219599347	0.06992826373953054	0.3817125606524564	23.89143888421236	0.008764335331872663	0.09411595432353718	WT_vs_bisC
P46126	-1.2527976341763356	-2.1190559069590718	-0.3865393613935997	18.099690759520335	0.008844523378879345	0.0944247152654506	WT_vs_bisC
P77748	-0.14989898372445154	-0.2536257603060011	-0.04617220714290199	26.126379911638335	0.008881756901352721	0.0944247152654506	WT_vs_bisC
P77615	0.23773186526858936	0.07321165169958652	0.4022520788375922	21.57560258513264	0.008886300943046682	0.0944247152654506	WT_vs_bisC
P0ADE2	0.2713490910978713	0.08334565583324538	0.45935252636249724	21.07539178395026	0.00894437577023708	0.09471065493292852	WT_vs_bisC
P77529	-0.23565309439462467	-0.39904307314968074	-0.07226311563956861	25.323673931538536	0.008980705622489763	0.0947263723189122	WT_vs_bisC
P0ADW3	0.15604765005125287	0.04772145716007009	0.26437384294243566	27.822505089679037	0.009041439661528969	0.0947263723189122	WT_vs_bisC
P0AAL6	-0.5642406831790439	-0.9559517027215991	-0.17252966363648858	23.83945603249338	0.00904436288098844	0.0947263723189122	WT_vs_bisC
P19932	0.6987530868421494	0.21312951827410087	1.184376655410198	20.422496184246835	0.00909968832714429	0.0947263723189122	WT_vs_bisC
P0A8R0	0.19514399742381272	0.05951625821534445	0.330771736632281	27.90213805096494	0.009101711325147206	0.0947263723189122	WT_vs_bisC
Q46803	0.27001438100016273	0.08160450323340718	0.4584242587669183	28.02790104347172	0.009305037395808133	0.09617014591411562	WT_vs_bisC
P60752	-0.16387679647112208	-0.2782390741523991	-0.04951451878984503	25.732889673026847	0.00931082077290045	0.09617014591411562	WT_vs_bisC
P64548	0.2412036402730564	0.07279861855578626	0.40960866199032653	19.64924017916882	0.009335371189425503	0.09617014591411562	WT_vs_bisC
P0AFI7	0.24991564364223606	0.07502508040633496	0.4248062068781372	26.221754064450828	0.009455619436068192	0.09697982112132579	WT_vs_bisC
P0A879	0.15509282834050353	0.04651324000981456	0.2636724166711925	26.054916453006623	0.009477791007908444	0.09697982112132579	WT_vs_bisC
P76141	0.29196135797300116	0.08704370995409347	0.4968790059919088	26.253619186754147	0.009611279135940686	0.09753909891976277	WT_vs_bisC
P0A8F0	0.24695940122017745	0.07357116554028345	0.4203476369000715	29.665311516172405	0.009628428833040345	0.09753909891976277	WT_vs_bisC
P0AB49	-1.204973739851173	-2.050981128410947	-0.3589663512913992	21.94075353063287	0.009628736319818634	0.09753909891976277	WT_vs_bisC
P0AF59	0.3018201774967153	0.08965454699638795	0.5139858079970426	24.378828858316588	0.009693881264354855	0.09787277462582858	WT_vs_bisC
P25516	0.29047394898985246	0.08581036582939741	0.49513753215030754	28.292461686391714	0.009818579151153698	0.09880351668992082	WT_vs_bisC
P23898	-0.6622673943256956	-1.1292933744894462	-0.19524141416194496	19.78653016447536	0.009865284429629433	0.09894587254667936	WT_vs_bisC
P0AE12	0.1539713089020296	0.04518276033921577	0.2627598574648434	25.26673219873768	0.009970239120903224	0.09966959436981875	WT_vs_bisC
P37671	0.21226302134162012	0.06196621360725202	0.3625598290759882	22.87452822116244	0.010088386540374744	0.10014616214333659	WT_vs_bisC
P60955	-0.43029644146886525	-0.735003130736408	-0.1255897522013225	23.03966221366382	0.010093332573405405	0.10014616214333659	WT_vs_bisC
P27129	-0.1639441749223849	-0.28008742616386767	-0.047800923680902094	24.073403999506997	0.010116772549524295	0.10014616214333659	WT_vs_bisC
P40191	0.2098343565156533	0.06099585238005922	0.35867286065124737	24.907813225329154	0.010186009270854297	0.10050416290300716	WT_vs_bisC
P64530	0.21429525415215167	0.06201091540359252	0.36657959290071085	22.589566678982123	0.010289687212458107	0.10119857423514625	WT_vs_bisC
P0AEB5	0.3638560173651548	0.10510268405439899	0.6226093506759107	21.67851615528178	0.010330377950009807	0.10127102770993485	WT_vs_bisC
P0ADH5	0.4975285967499907	0.1432098768644232	0.8518473166355582	16.593007269906238	0.010411147827908224	0.10173465674923823	WT_vs_bisC
P26602	0.2182347725849283	0.06232876685154129	0.37414077831831527	23.14440964104146	0.010590636677305396	0.10301195590510766	WT_vs_bisC
P36837	-0.32465541986587	-0.556757335451824	-0.09255350427991588	25.247342036197733	0.010632775328937402	0.10301195590510766	WT_vs_bisC
P32173	0.16735475603483252	0.047623977998927314	0.2870855340707377	22.079235935612353	0.010674319517311081	0.10301195590510766	WT_vs_bisC
P77473	0.22673706333578636	0.06451358945954078	0.38896053721203194	21.929486354924993	0.010677448539028928	0.10301195590510766	WT_vs_bisC
P75678	-0.7874144327092054	-1.3516765673521878	-0.22315229806622294	17.00609574251601	0.01076943173606369	0.10357057925916947	WT_vs_bisC
P63264	0.6372648980742568	0.18023635428329554	1.0942934418652182	24.983921017030575	0.010816021822472297	0.10369050573657196	WT_vs_bisC
P76540	-2.2403224462024944	-3.8487018017079455	-0.6319430906970436	17.19476534239323	0.010877530802134269	0.1039522519109624	WT_vs_bisC
P39409	0.3922938449594042	0.11026101606534822	0.6743266738534602	20.900637955283123	0.010960543851704	0.10440920875340513	WT_vs_bisC
P0A766	-0.3804950737977464	-0.6541999211686309	-0.10679022642686187	19.91015194380728	0.010994059493612913	0.10440920875340513	WT_vs_bisC
P23256	0.1898133308330756	0.053071709060537486	0.32655495260561374	25.978174741458975	0.011081987951156391	0.10491639060300396	WT_vs_bisC
P31459	0.5193603622680953	0.14434822869077157	0.8943724958454191	18.303692758115798	0.011220766106485246	0.1059003360174182	WT_vs_bisC
P0AAG8	-0.30997280622098344	-0.5354007006312723	-0.08454491181069457	26.011628773901343	0.011660107882386505	0.10945010783173226	WT_vs_bisC
P0AEC8	0.2724220689239871	0.07427500083583444	0.4705691370121398	25.33642426957798	0.011668915741191593	0.10945010783173226	WT_vs_bisC
P52627	-1.1436673578122836	-1.9769568691388135	-0.3103778464857536	19.06797842724299	0.011777236180301996	0.11012621769827005	WT_vs_bisC
P77522	0.3318877644172247	0.08793946049594953	0.5758360683384998	23.683082422097375	0.01233979926116691	0.11450001883575696	WT_vs_bisC
P00904	0.37606705693357867	0.09964432144827151	0.6524897924188858	21.54627879294788	0.012340086368059012	0.11450001883575696	WT_vs_bisC
P00490	-0.16653432354990372	-0.2889825868936152	-0.044086060206192226	27.67061458135318	0.012361230521193454	0.11450001883575696	WT_vs_bisC
